Date,units,demand,epidemic,promotion,discount,price,competitor_price,weather_Cloudy,weather_Rainy,weather_Snowy,weather_Sunny
2022-10-05,8938,10731,False,0.4,10.1,67.32440000000001,69.3444,0.0,0.6,0.2,0.2
2022-10-06,9008,10895,False,0.35,9.8,68.692,71.2376,0.2,0.0,0.6,0.2
2022-10-07,9754,11126,False,0.45,11.3,67.5837,68.8896,0.0,0.2,0.4,0.4
2022-10-08,9651,11192,False,0.35,9.35,69.3277,70.3285,0.0,0.4,0.2,0.4
2022-10-09,9270,10557,False,0.4,10.6,66.7192,68.33930000000001,0.6,0.0,0.2,0.2
2022-10-10,9250,10899,False,0.35,9.3,68.7763,70.6194,0.2,0.4,0.2,0.2
2022-10-11,9900,11312,False,0.4,9.65,69.5929,71.53649999999999,0.0,0.4,0.2,0.4
2022-10-12,9870,11240,False,0.3,8.35,70.763,73.1397,0.0,0.4,0.0,0.6
2022-10-13,9117,11374,False,0.45,10.85,68.79440000000001,70.83229999999999,0.8,0.2,0.0,0.0
2022-10-14,8888,10431,False,0.45,10.7,67.5754,69.8223,0.0,0.6,0.4,0.0
2022-10-15,10134,12403,False,0.45,10.15,70.5942,72.6319,0.0,0.2,0.0,0.8
2022-10-16,9306,10816,False,0.3,8.6,68.7613,70.32300000000001,0.4,0.0,0.4,0.2
2022-10-17,8123,10329,False,0.35,9.65,67.0328,68.54090000000001,0.4,0.2,0.4,0.0
2022-10-18,8802,10505,False,0.45,11.25,66.08109999999999,67.9734,0.0,0.2,0.6,0.2
2022-10-19,8806,10126,False,0.45,11.25,66.5615,68.47579999999999,0.0,0.6,0.2,0.2
2022-10-20,8004,9347,False,0.2,7.1,66.9989,68.99029999999999,0.2,0.4,0.4,0.0
2022-10-21,8799,10199,False,0.35,9.3,67.1335,68.8913,0.4,0.4,0.2,0.0
2022-10-22,9426,10937,False,0.4,9.7,68.6199,70.0128,0.6,0.4,0.0,0.0
2022-10-23,9894,11246,False,0.25,8.45,70.90090000000001,72.0389,0.2,0.4,0.0,0.4
2022-10-24,9490,11353,False,0.45,10.55,68.5309,72.66770000000001,0.4,0.0,0.0,0.6
2022-10-25,7939,9322,False,0.15,7.35,66.1731,70.7214,0.2,0.6,0.0,0.2
2022-10-26,7565,9381,False,0.3,8.3,65.71350000000001,67.7348,0.0,0.4,0.6,0.0
2022-10-27,9343,10819,False,0.45,10.5,66.8594,70.4554,0.6,0.4,0.0,0.0
2022-10-28,9848,11954,False,0.55,12.1,69.0079,70.0343,0.0,0.6,0.0,0.4
2022-10-29,8344,10192,False,0.0,5.25,70.1308,70.1406,0.0,0.2,0.2,0.6
2022-10-30,8403,9779,False,0.0,5.95,69.611,69.8095,0.4,0.0,0.6,0.0
2022-10-31,8348,9702,False,0.0,4.7,69.79939999999999,70.9633,0.2,0.0,0.6,0.2
2022-11-01,9586,11112,False,0.4,10.3,68.9059,69.16329999999999,0.4,0.2,0.2,0.2
2022-11-02,9480,11091,False,0.4,9.95,69.2995,69.1909,0.0,0.2,0.4,0.4
2022-11-03,8031,9503,False,0.15,6.95,67.925,69.6325,0.0,0.2,0.8,0.0
2022-11-04,9596,11012,False,0.25,8.05,69.8975,73.2406,0.4,0.2,0.0,0.4
2022-11-05,10027,11890,False,0.4,9.3,70.0446,72.4429,0.4,0.0,0.2,0.4
2022-11-06,8971,10953,False,0.45,10.3,68.44,69.50619999999999,0.2,0.4,0.2,0.2
2022-11-07,9522,11070,False,0.5,10.95,68.1288,70.5617,0.2,0.0,0.6,0.2
2022-11-08,9237,10671,False,0.3,8.25,68.5307,71.4631,0.4,0.2,0.2,0.2
2022-11-09,9332,11012,False,0.4,9.35,69.9832,71.93520000000001,0.0,0.4,0.2,0.4
2022-11-10,9415,11157,False,0.4,10.55,67.7872,69.8669,0.0,0.4,0.0,0.6
2022-11-11,8509,9777,False,0.3,8.5,66.9268,69.6678,0.2,0.4,0.4,0.0
2022-11-12,10448,12531,False,0.6,12.2,68.8287,69.81869999999999,0.4,0.2,0.0,0.4
2022-11-13,9331,10892,False,0.35,9.85,68.7628,70.0404,0.2,0.4,0.2,0.2
2022-11-14,8599,10350,False,0.25,8.15,68.9516,70.2486,0.0,0.6,0.2,0.2
2022-11-15,9674,11763,False,0.4,9.95,70.2105,69.62230000000001,0.8,0.0,0.0,0.2
2022-11-16,9608,10893,False,0.25,8.15,69.3396,69.795,0.0,0.0,0.2,0.8
2022-11-17,9530,11433,False,0.35,8.8,69.7176,71.0257,0.0,0.4,0.4,0.2
2022-11-18,9604,11423,False,0.4,9.9,69.8582,70.7891,0.4,0.2,0.2,0.2
2022-11-19,9902,11431,False,0.5,11.9,68.1904,70.97359999999999,0.0,0.4,0.2,0.4
2022-11-20,8424,9775,False,0.25,8.45,67.0225,70.5267,0.0,0.2,0.6,0.2
2022-11-21,9371,11082,False,0.25,8.15,69.8879,71.601,0.8,0.0,0.2,0.0
2022-11-22,8529,10016,False,0.3,8.7,68.0814,70.0855,0.6,0.4,0.0,0.0
2022-11-23,8800,10501,False,0.4,9.85,66.9458,66.9949,0.0,0.6,0.2,0.2
2022-11-24,10218,12044,False,0.4,10.1,70.0918,70.39479999999999,0.2,0.0,0.2,0.6
2022-11-25,8713,10053,False,0.4,10.0,67.483,68.4955,0.2,0.4,0.2,0.2
2022-11-26,9889,11467,False,0.3,9.45,69.9333,71.9143,0.2,0.2,0.0,0.6
2022-11-27,8451,10073,False,0.25,7.65,68.7867,71.2465,0.2,0.4,0.2,0.2
2022-11-28,8615,9830,False,0.4,10.1,65.9003,66.6344,0.0,0.0,0.8,0.2
2022-11-29,8317,9578,False,0.0,4.95,69.3859,70.7311,0.2,0.4,0.2,0.2
2022-11-30,9059,10023,False,0.0,5.65,69.61359999999999,71.8306,0.0,0.2,0.2,0.6
2022-12-01,7672,9264,False,0.35,10.1,64.77590000000001,67.2179,0.4,0.0,0.6,0.0
2022-12-02,9287,11230,False,0.15,6.05,71.4627,72.7795,0.4,0.0,0.0,0.6
2022-12-03,9579,10845,False,0.35,9.05,68.546,71.75569999999999,0.0,0.0,0.6,0.4
2022-12-04,9369,10872,False,0.3,8.35,69.3451,71.09140000000001,0.6,0.0,0.2,0.2
2022-12-05,10441,12348,False,0.45,10.05,70.0322,72.7969,0.2,0.0,0.2,0.6
2022-12-06,9887,11577,False,0.2,8.25,70.6088,72.9076,0.2,0.0,0.0,0.8
2022-12-07,9685,11111,False,0.3,8.7,69.5335,69.2021,0.4,0.0,0.4,0.2
2022-12-08,9592,11312,False,0.25,8.2,70.1619,72.9388,0.4,0.0,0.0,0.6
2022-12-09,10562,12200,False,0.4,9.4,71.62270000000001,73.82600000000001,0.2,0.0,0.2,0.6
2022-12-10,8752,10423,False,0.35,9.75,66.69279999999999,68.5679,0.2,0.0,0.4,0.4
2022-12-11,8926,10512,False,0.4,11.1,66.3401,68.09230000000001,0.4,0.0,0.6,0.0
2022-12-12,9530,10990,False,0.25,8.3,69.1961,71.2183,0.4,0.0,0.6,0.0
2022-12-13,9537,11148,False,0.35,9.4,69.41199999999999,69.7204,0.4,0.0,0.6,0.0
2022-12-14,10146,11922,False,0.4,10.15,70.51180000000001,70.7096,0.0,0.0,0.2,0.8
2022-12-15,9422,11413,False,0.3,8.25,71.33449999999999,74.46390000000001,0.4,0.0,0.4,0.2
2022-12-16,9297,10829,False,0.3,8.4,69.6902,69.81569999999999,0.4,0.0,0.6,0.0
2022-12-17,9901,11908,False,0.45,10.6,69.4844,72.1984,0.4,0.0,0.2,0.4
2022-12-18,10614,12576,False,0.4,9.95,72.2408,73.60300000000001,0.2,0.0,0.2,0.6
2022-12-19,9813,11494,False,0.35,9.0,69.7692,71.4693,0.4,0.0,0.4,0.2
2022-12-20,8862,10521,False,0.45,10.85,67.6749,68.0933,0.2,0.0,0.8,0.0
2022-12-21,10048,11402,False,0.4,9.35,69.7626,72.7049,0.4,0.0,0.2,0.4
2022-12-22,9479,10900,False,0.35,10.55,67.453,68.4361,0.2,0.0,0.6,0.2
2022-12-23,8932,10988,False,0.4,10.8,66.9678,69.8016,0.2,0.0,0.6,0.2
2022-12-24,10158,12042,False,0.4,10.55,70.5538,71.69930000000001,0.4,0.0,0.4,0.2
2022-12-25,9703,11384,False,0.45,10.6,69.0886,71.5125,0.2,0.0,0.4,0.4
2022-12-26,9956,12404,False,0.5,11.0,71.1345,72.1397,0.6,0.0,0.0,0.4
2022-12-27,9304,11188,False,0.45,10.4,69.1977,70.79270000000001,0.0,0.0,0.8,0.2
2022-12-28,11416,12799,False,0.3,7.35,74.2499,74.7324,0.0,0.0,0.0,1.0
2022-12-29,8737,10778,False,0.0,4.5,72.1849,74.4334,0.4,0.0,0.0,0.6
2022-12-30,9192,10643,False,0.0,4.4,72.7375,75.6216,0.4,0.0,0.0,0.6
2022-12-31,8973,10408,False,0.0,4.95,70.3828,72.4209,0.0,0.0,0.4,0.6
2023-01-01,9668,11144,False,0.35,9.45,69.1237,70.20609999999999,0.8,0.0,0.0,0.2
2023-01-02,10665,12563,False,0.5,11.55,70.1487,71.354,0.4,0.0,0.0,0.6
2023-01-03,10070,11694,False,0.45,10.3,69.4315,70.12939999999999,0.6,0.0,0.2,0.2
2023-01-04,9331,10979,False,0.4,9.5,68.4682,71.56609999999999,1.0,0.0,0.0,0.0
2023-01-05,8963,10470,False,0.15,6.65,70.4174,71.0351,0.4,0.0,0.4,0.2
2023-01-06,9324,10816,False,0.25,7.75,69.27730000000001,72.0417,0.2,0.0,0.6,0.2
2023-01-07,9540,11250,False,0.4,11.1,68.41019999999999,69.5533,0.4,0.0,0.2,0.4
2023-01-08,9892,11534,False,0.4,10.2,68.5296,70.89529999999999,0.8,0.0,0.0,0.2
2023-01-09,9082,10819,False,0.4,10.5,67.9317,69.7067,0.0,0.0,0.4,0.6
2023-01-10,10231,12228,False,0.4,10.05,71.319,74.0445,0.4,0.0,0.0,0.6
2023-01-11,10022,12621,False,0.5,10.7,70.8071,73.0034,0.4,0.0,0.2,0.4
2023-01-12,9235,10906,False,0.35,10.15,68.3039,70.61019999999999,0.4,0.0,0.6,0.0
2023-01-13,10113,11939,False,0.45,11.3,68.327,69.9409,0.6,0.0,0.4,0.0
2023-01-14,9583,11555,False,0.25,7.65,71.7665,72.13380000000001,0.6,0.0,0.0,0.4
2023-01-15,9309,10984,False,0.5,10.6,68.3159,70.05720000000001,0.0,0.0,0.8,0.2
2023-01-16,9644,11400,False,0.15,6.2,71.3753,73.99119999999999,0.6,0.0,0.2,0.2
2023-01-17,9756,11588,False,0.15,6.35,73.0094,74.8228,0.2,0.0,0.0,0.8
2023-01-18,10303,12118,False,0.45,11.6,69.9151,70.8357,0.8,0.0,0.2,0.0
2023-01-19,10117,12119,False,0.35,9.55,71.8162,74.2127,0.2,0.0,0.2,0.6
2023-01-20,10730,12550,False,0.5,11.1,70.6405,71.9963,0.4,0.0,0.2,0.4
2023-01-21,9396,11429,False,0.2,7.9,71.04310000000001,72.8711,0.4,0.0,0.2,0.4
2023-01-22,10261,11543,False,0.45,10.25,69.3694,70.79979999999999,0.2,0.0,0.2,0.6
2023-01-23,10122,12039,False,0.55,12.4,68.91029999999999,70.2081,0.4,0.0,0.4,0.2
2023-01-24,9351,10760,False,0.4,9.65,68.3755,70.2616,0.2,0.0,0.6,0.2
2023-01-25,9655,11162,False,0.3,7.45,70.65010000000001,71.6772,0.0,0.0,0.2,0.8
2023-01-26,9345,11234,False,0.2,7.2,70.935,72.7818,0.2,0.0,0.2,0.6
2023-01-27,8473,10167,False,0.25,7.95,68.47980000000001,70.9212,0.4,0.0,0.6,0.0
2023-01-28,9170,10515,False,0.3,8.4,68.4296,70.9425,0.4,0.0,0.2,0.4
2023-01-29,5636,6296,True,0.0,5.25,61.788999999999994,63.7901,0.4,0.0,0.2,0.4
2023-01-30,5981,6812,True,0.0,4.95,63.172799999999995,65.5412,0.2,0.0,0.2,0.6
2023-01-31,5583,6631,True,0.0,5.35,62.8322,64.1196,0.2,0.0,0.6,0.2
2023-02-01,6110,7042,True,0.25,8.7,61.2671,63.4114,0.0,0.0,0.6,0.4
2023-02-02,6197,7255,True,0.45,10.85,60.8298,61.7618,0.6,0.0,0.0,0.4
2023-02-03,6273,7150,True,0.5,11.4,58.973,62.0202,0.4,0.0,0.4,0.2
2023-02-04,6829,7686,True,0.55,11.75,59.6604,61.04,0.8,0.0,0.2,0.0
2023-02-05,6373,7535,True,0.35,8.8,61.7833,62.768100000000004,0.0,0.0,0.4,0.6
2023-02-06,6092,7173,True,0.35,9.7,60.1968,62.3355,0.4,0.0,0.2,0.4
2023-02-07,5750,6427,True,0.25,7.65,60.732200000000006,62.2891,0.6,0.0,0.4,0.0
2023-02-08,5575,6548,True,0.4,9.7,59.893699999999995,60.803900000000006,0.0,0.0,0.6,0.4
2023-02-09,6736,7771,True,0.55,12.2,60.0286,62.185500000000005,0.6,0.0,0.2,0.2
2023-02-10,6493,7327,True,0.25,7.85,63.150200000000005,64.0205,0.2,0.0,0.2,0.6
2023-02-11,5658,6371,True,0.3,8.0,60.405100000000004,61.817299999999996,0.0,0.0,0.6,0.4
2023-02-12,6121,7535,True,0.45,10.9,61.715900000000005,62.620599999999996,0.4,0.0,0.4,0.2
2023-02-13,6193,7214,True,0.5,11.55,59.3863,60.393699999999995,0.2,0.0,0.4,0.4
2023-02-14,6457,7327,True,0.4,10.15,61.3324,62.400299999999994,0.6,0.0,0.0,0.4
2023-02-15,6522,7141,True,0.25,7.55,62.021899999999995,64.0096,0.2,0.0,0.2,0.6
2023-02-16,5862,6821,True,0.3,8.7,59.4412,60.9498,1.0,0.0,0.0,0.0
2023-02-17,6158,6793,True,0.3,9.0,60.2148,60.9041,0.0,0.0,0.8,0.2
2023-02-18,6283,6986,True,0.25,8.45,61.498000000000005,62.0028,0.2,0.0,0.2,0.6
2023-02-19,6724,7818,True,0.5,11.25,61.4872,62.8126,0.0,0.0,0.4,0.6
2023-02-20,5991,7130,True,0.25,9.35,60.62520000000001,62.7384,0.2,0.0,0.2,0.6
2023-02-21,5550,6939,True,0.25,8.1,61.7471,61.7696,0.4,0.0,0.2,0.4
2023-02-22,6155,7207,True,0.25,7.3,62.1805,65.1614,0.2,0.0,0.2,0.6
2023-02-23,6046,6987,True,0.35,8.75,60.7859,61.1517,0.2,0.0,0.6,0.2
2023-02-24,6675,7796,True,0.45,10.85,61.544399999999996,61.5921,0.0,0.0,0.2,0.8
2023-02-25,5774,6710,True,0.35,9.7,59.7209,60.471599999999995,0.4,0.0,0.6,0.0
2023-02-26,6008,6926,True,0.15,6.9,62.35229999999999,63.2021,0.6,0.0,0.2,0.2
2023-02-27,6668,7805,True,0.45,9.75,61.5993,63.658,0.4,0.0,0.0,0.6
2023-02-28,5974,6839,True,0.35,8.9,60.0129,61.8133,0.2,0.0,0.6,0.2
2023-03-01,9126,11351,False,0.6,13.25,66.3352,69.0921,0.4,0.6,0.0,0.0
2023-03-02,9101,11277,False,0.3,8.4,70.0174,71.7516,0.0,0.2,0.0,0.8
2023-03-03,9600,11564,False,0.4,10.2,68.318,70.3583,0.4,0.2,0.0,0.4
2023-03-04,9086,11797,False,0.5,10.45,69.771,72.508,0.8,0.2,0.0,0.0
2023-03-05,9325,11666,False,0.25,7.75,70.8555,73.5882,0.0,0.2,0.0,0.8
2023-03-06,8852,10478,False,0.35,9.15,67.9834,68.3912,0.6,0.4,0.0,0.0
2023-03-07,9782,11947,False,0.4,10.1,69.6704,70.9716,0.4,0.0,0.0,0.6
2023-03-08,9243,10711,False,0.25,8.2,68.8103,70.34,0.6,0.2,0.0,0.2
2023-03-09,10336,12058,False,0.4,10.35,69.3099,70.5447,0.2,0.0,0.0,0.8
2023-03-10,9537,11282,False,0.4,9.25,69.5907,72.83970000000001,0.4,0.4,0.0,0.2
2023-03-11,8904,10604,False,0.15,7.65,69.5265,68.854,0.2,0.6,0.0,0.2
2023-03-12,10536,11615,False,0.3,9.15,69.7426,70.9766,0.0,0.6,0.0,0.4
2023-03-13,9512,11167,False,0.35,9.45,69.1169,71.1601,0.4,0.4,0.0,0.2
2023-03-14,9746,11044,False,0.45,10.25,67.8184,68.1703,0.2,0.4,0.0,0.4
2023-03-15,11036,13236,False,0.4,9.7,73.00399999999999,73.5987,0.6,0.0,0.0,0.4
2023-03-16,10821,12502,False,0.45,10.25,70.4377,73.6121,0.8,0.0,0.0,0.2
2023-03-17,9595,11354,False,0.45,11.4,67.45909999999999,69.2287,0.2,0.6,0.0,0.2
2023-03-18,9191,11187,False,0.45,10.95,66.6715,70.15270000000001,0.4,0.4,0.0,0.2
2023-03-19,9821,11237,False,0.3,8.2,70.3188,70.0518,0.0,0.6,0.0,0.4
2023-03-20,9108,10586,False,0.3,8.4,68.5934,71.2943,0.2,0.6,0.0,0.2
2023-03-21,9093,11150,False,0.25,8.55,68.9651,70.51689999999999,0.8,0.2,0.0,0.0
2023-03-22,10388,12130,False,0.4,10.05,70.9932,72.2053,0.2,0.4,0.0,0.4
2023-03-23,9697,11838,False,0.45,11.05,69.0111,70.8168,0.8,0.2,0.0,0.0
2023-03-24,10432,11829,False,0.3,8.4,71.3558,73.6771,0.4,0.0,0.0,0.6
2023-03-25,10234,12617,False,0.3,8.5,71.6537,74.9961,0.0,0.0,0.0,1.0
2023-03-26,8583,10121,False,0.25,8.8,67.9029,69.3206,0.0,0.8,0.0,0.2
2023-03-27,9253,10578,False,0.2,7.25,69.5331,71.3704,0.6,0.4,0.0,0.0
2023-03-28,9280,11054,False,0.4,9.75,68.41460000000001,69.2315,0.8,0.2,0.0,0.0
2023-03-29,9227,10392,False,0.0,5.6,69.861,71.2511,0.8,0.2,0.0,0.0
2023-03-30,8625,10237,False,0.0,4.9,71.1061,72.3514,0.6,0.2,0.0,0.2
2023-03-31,9421,10624,False,0.0,4.7,70.9212,73.6942,0.6,0.2,0.0,0.2
2023-04-01,9329,10782,False,0.2,7.8,69.2642,71.2171,0.4,0.4,0.0,0.2
2023-04-02,9612,11156,False,0.3,8.2,69.5791,70.7929,0.6,0.2,0.0,0.2
2023-04-03,8918,10259,False,0.2,6.75,68.7656,68.9674,0.2,0.6,0.0,0.2
2023-04-04,8631,10550,False,0.35,9.45,67.9848,71.1954,0.4,0.4,0.0,0.2
2023-04-05,9243,10921,False,0.45,9.85,68.2154,70.5167,1.0,0.0,0.0,0.0
2023-04-06,9243,10967,False,0.4,9.95,67.9735,69.634,0.6,0.4,0.0,0.0
2023-04-07,9577,11499,False,0.5,11.8,67.0812,68.21600000000001,1.0,0.0,0.0,0.0
2023-04-08,9558,11171,False,0.35,9.7,68.5649,70.1604,0.2,0.4,0.0,0.4
2023-04-09,9419,11717,False,0.35,9.3,70.1065,71.3831,0.4,0.2,0.0,0.4
2023-04-10,10251,11778,False,0.25,8.05,70.9695,72.0928,0.6,0.0,0.0,0.4
2023-04-11,9241,10841,False,0.45,10.35,67.3517,68.5952,0.2,0.8,0.0,0.0
2023-04-12,5507,6464,True,0.25,7.6,60.353,60.421800000000005,0.2,0.6,0.0,0.2
2023-04-13,6219,7000,True,0.2,7.3,62.609300000000005,63.8646,0.6,0.0,0.0,0.4
2023-04-14,5466,6414,True,0.3,9.0,58.974799999999995,60.9824,0.2,0.6,0.0,0.2
2023-04-15,6159,6928,True,0.6,12.3,58.209700000000005,61.055200000000006,0.0,1.0,0.0,0.0
2023-04-16,6321,7318,True,0.4,9.9,60.1044,61.619099999999996,0.0,0.2,0.0,0.8
2023-04-17,6153,6950,True,0.4,10.45,59.7309,61.091899999999995,0.2,0.4,0.0,0.4
2023-04-18,5466,6537,True,0.25,8.15,61.0908,62.1456,0.0,0.6,0.0,0.4
2023-04-19,5760,6641,True,0.45,10.0,59.6696,60.8601,0.2,0.6,0.0,0.2
2023-04-20,6360,7511,True,0.4,10.4,60.42850000000001,62.4209,0.4,0.0,0.0,0.6
2023-04-21,6143,6811,True,0.45,10.1,59.4404,61.0424,0.2,0.6,0.0,0.2
2023-04-22,5527,6379,True,0.15,6.55,60.802600000000005,62.463100000000004,0.6,0.0,0.0,0.4
2023-04-23,6931,8104,True,0.55,11.1,60.2358,61.823100000000004,0.6,0.0,0.0,0.4
2023-04-24,6240,6891,True,0.5,11.35,58.425,60.140600000000006,0.0,0.8,0.0,0.2
2023-04-25,6227,7164,True,0.4,9.2,60.515,61.77269999999999,0.4,0.4,0.0,0.2
2023-04-26,6135,7127,True,0.3,8.3,61.2388,62.7456,0.4,0.4,0.0,0.2
2023-04-27,5399,6442,True,0.35,9.7,58.867700000000006,59.8388,0.6,0.2,0.0,0.2
2023-04-28,5768,6430,True,0.25,7.65,60.228199999999994,62.6854,0.4,0.6,0.0,0.0
2023-04-29,5917,6562,True,0.0,4.55,62.6844,63.6708,0.8,0.2,0.0,0.0
2023-04-30,5446,6510,True,0.0,4.85,62.1542,63.7174,0.4,0.2,0.0,0.4
2023-05-01,5932,6897,True,0.2,8.05,60.6004,62.1997,0.0,0.4,0.0,0.6
2023-05-02,6703,7779,True,0.45,10.85,60.434000000000005,62.755199999999995,0.2,0.0,0.0,0.8
2023-05-03,5336,6196,True,0.35,8.7,58.760600000000004,60.252700000000004,0.0,0.8,0.0,0.2
2023-05-04,6385,7448,True,0.45,10.65,60.8349,62.5211,0.4,0.2,0.0,0.4
2023-05-05,5859,6834,True,0.3,8.8,59.9561,61.1646,0.8,0.2,0.0,0.0
2023-05-06,6329,7347,True,0.3,8.05,62.1,64.0692,0.6,0.0,0.0,0.4
2023-05-07,6416,7352,True,0.55,11.6,59.3574,60.1914,0.0,0.6,0.0,0.4
2023-05-08,6477,7460,True,0.45,9.85,60.5225,62.1132,0.6,0.0,0.0,0.4
2023-05-09,5585,6547,True,0.25,7.9,60.2029,62.3021,0.4,0.4,0.0,0.2
2023-05-10,5965,6992,True,0.35,9.5,60.3793,61.5571,0.4,0.2,0.0,0.4
2023-05-11,6256,7328,True,0.6,12.25,59.53979999999999,60.482600000000005,0.2,0.6,0.0,0.2
2023-05-12,6055,6926,True,0.35,9.0,60.2054,61.421899999999994,0.4,0.4,0.0,0.2
2023-05-13,8890,10898,False,0.3,8.85,68.2653,70.9167,0.6,0.2,0.0,0.2
2023-05-14,8947,11043,False,0.4,9.6,68.2748,71.1782,0.4,0.4,0.0,0.2
2023-05-15,9205,11234,False,0.1,7.55,70.6868,72.0533,0.2,0.0,0.0,0.8
2023-05-16,9957,12759,False,0.3,8.6,72.85810000000001,74.867,0.2,0.2,0.0,0.6
2023-05-17,10185,11778,False,0.45,10.95,68.9527,72.0309,0.4,0.0,0.0,0.6
2023-05-18,10170,12062,False,0.45,10.5,70.0639,70.469,0.4,0.2,0.0,0.4
2023-05-19,10065,11434,False,0.55,13.05,66.01140000000001,68.8655,0.4,0.6,0.0,0.0
2023-05-20,8643,10410,False,0.3,7.65,68.47109999999999,70.5382,0.8,0.2,0.0,0.0
2023-05-21,10317,11872,False,0.5,11.15,68.9393,71.2058,0.6,0.0,0.0,0.4
2023-05-22,9431,11291,False,0.25,8.8,69.679,70.7085,0.4,0.4,0.0,0.2
2023-05-23,9014,10293,False,0.15,6.75,68.6222,71.2698,0.0,0.6,0.0,0.4
2023-05-24,9599,11554,False,0.15,6.35,71.8162,74.9734,0.4,0.2,0.0,0.4
2023-05-25,9537,10898,False,0.35,8.7,69.7079,71.2705,0.0,0.6,0.0,0.4
2023-05-26,10167,12405,False,0.35,9.5,70.3442,72.393,0.4,0.0,0.0,0.6
2023-05-27,9190,10634,False,0.35,9.6,68.0317,69.7087,0.0,0.8,0.0,0.2
2023-05-28,9434,11269,False,0.45,10.4,66.944,68.5297,0.6,0.4,0.0,0.0
2023-05-29,9153,10782,False,0.0,4.4,72.5347,75.3575,0.4,0.0,0.0,0.6
2023-05-30,8615,9633,False,0.0,4.8,68.7339,70.8196,0.4,0.2,0.0,0.4
2023-05-31,8743,9964,False,0.0,5.45,68.4624,71.2157,0.2,0.6,0.0,0.2
2023-06-01,8885,11157,False,0.3,8.15,68.50189999999999,70.5149,0.2,0.6,0.0,0.2
2023-06-02,9332,11231,False,0.2,7.5,70.6902,72.55680000000001,0.0,0.4,0.0,0.6
2023-06-03,9946,11726,False,0.35,9.25,69.42060000000001,70.2719,0.2,0.6,0.0,0.2
2023-06-04,10486,12271,False,0.35,9.7,71.08189999999999,73.0145,0.0,0.4,0.0,0.6
2023-06-05,10307,12687,False,0.35,8.7,72.31729999999999,73.6852,0.6,0.2,0.0,0.2
2023-06-06,10374,12371,False,0.5,11.7,69.0783,70.62,0.2,0.4,0.0,0.4
2023-06-07,11159,13203,False,0.45,10.6,72.0419,73.7974,0.4,0.2,0.0,0.4
2023-06-08,9359,11171,False,0.25,8.35,69.8155,70.8052,0.6,0.2,0.0,0.2
2023-06-09,9995,12093,False,0.35,9.3,71.2815,72.5561,0.2,0.2,0.0,0.6
2023-06-10,9650,11609,False,0.35,8.9,69.3251,73.9599,0.2,0.6,0.0,0.2
2023-06-11,11679,13773,False,0.65,13.2,71.4684,73.2904,0.4,0.0,0.0,0.6
2023-06-12,9836,11224,False,0.25,6.65,70.5939,71.3808,0.4,0.4,0.0,0.2
2023-06-13,9958,11918,False,0.2,7.35,71.3865,73.0377,0.4,0.2,0.0,0.4
2023-06-14,10086,11247,False,0.25,7.4,70.4926,72.2372,0.0,0.4,0.0,0.6
2023-06-15,9747,11784,False,0.2,7.3,70.8932,72.1192,0.8,0.0,0.0,0.2
2023-06-16,11032,12769,False,0.4,10.6,70.79090000000001,72.949,0.4,0.2,0.0,0.4
2023-06-17,9533,11061,False,0.25,7.6,69.9523,72.5319,0.2,0.6,0.0,0.2
2023-06-18,9528,11366,False,0.3,9.05,68.7431,71.50479999999999,0.4,0.6,0.0,0.0
2023-06-19,10897,12444,False,0.35,9.95,70.1167,73.4764,0.2,0.0,0.0,0.8
2023-06-20,11468,13684,False,0.45,10.45,73.2004,72.918,0.2,0.0,0.0,0.8
2023-06-21,9767,11510,False,0.35,9.45,70.1078,71.85640000000001,0.4,0.6,0.0,0.0
2023-06-22,9905,11918,False,0.4,10.1,70.1452,73.0964,0.6,0.0,0.0,0.4
2023-06-23,10480,12324,False,0.45,10.05,70.4609,72.8794,0.4,0.6,0.0,0.0
2023-06-24,9435,10663,False,0.3,9.8,67.0248,69.4017,0.4,0.6,0.0,0.0
2023-06-25,10434,12401,False,0.5,11.4,69.0116,70.2579,0.2,0.6,0.0,0.2
2023-06-26,10336,12238,False,0.4,9.7,70.2713,71.192,0.0,0.6,0.0,0.4
2023-06-27,9743,11298,False,0.4,9.55,69.4819,71.2835,0.2,0.4,0.0,0.4
2023-06-28,10241,12495,False,0.45,10.65,70.5968,71.278,0.2,0.4,0.0,0.4
2023-06-29,10422,11717,False,0.0,4.75,73.4826,75.3601,0.2,0.0,0.0,0.8
2023-06-30,8990,10998,False,0.0,4.7,72.6234,74.7932,0.2,0.6,0.0,0.2
2023-07-01,8967,10172,False,0.2,7.85,67.2787,71.3263,0.2,0.8,0.0,0.0
2023-07-02,10956,13127,False,0.3,9.45,72.15440000000001,75.0321,0.4,0.0,0.0,0.6
2023-07-03,11012,13452,False,0.4,9.9,73.4123,75.91760000000001,0.2,0.0,0.0,0.8
2023-07-04,10892,12867,False,0.5,11.05,70.73649999999999,73.26350000000001,1.0,0.0,0.0,0.0
2023-07-05,9830,11835,False,0.35,8.15,72.68480000000001,73.509,0.8,0.2,0.0,0.0
2023-07-06,9522,11551,False,0.55,11.85,66.7675,68.8168,0.0,1.0,0.0,0.0
2023-07-07,9705,11190,False,0.25,7.9,69.6374,70.5132,0.6,0.4,0.0,0.0
2023-07-08,11858,14093,False,0.55,11.95,72.3926,75.7209,0.2,0.0,0.0,0.8
2023-07-09,10117,11975,False,0.3,8.6,71.1499,71.90220000000001,0.4,0.2,0.0,0.4
